TaskID,OriginalRegion,NewRegion,OriginalStartHour,NewStartHour,EstimatedEnergySaving_CNY,Scenario,Iteration
21764,RegionF,RegionA,572.0,572.0,38719.59473066662,宽松碳约束,1
19721,RegionD,RegionE,142.0,142.0,37704.12236799997,宽松碳约束,1
9472,RegionE,RegionC,404.0,404.0,37204.44000000008,宽松碳约束,1
15957,RegionD,RegionE,140.0,142.0,37069.40620799997,宽松碳约束,1
11092,RegionF,RegionB,2108.0,2108.0,36824.53710346681,宽松碳约束,1
15461,RegionF,RegionE,1986.0,1998.0,36625.9530624001,宽松碳约束,1
21799,RegionE,RegionD,979.0,992.0,36603.11760000026,宽松碳约束,1
42229,RegionD,RegionF,1553.0,1546.0,36113.48787200071,宽松碳约束,1
8357,RegionE,RegionB,499.0,499.0,36042.53119999991,宽松碳约束,1
49662,RegionF,RegionB,2085.0,2085.0,36039.70751573231,宽松碳约束,1
45470,RegionE,RegionA,1507.0,1507.0,36034.22500000021,宽松碳约束,1
32868,RegionE,RegionF,886.0,894.0,35730.435999999994,宽松碳约束,1
33203,RegionF,RegionD,1053.0,1053.0,35450.54916479988,宽松碳约束,1
8771,RegionF,RegionD,1508.0,1509.0,35338.60953599978,宽松碳约束,1
38820,RegionD,RegionD,307.0,293.0,35124.99606186658,宽松碳约束,1
49688,RegionF,RegionB,575.0,575.0,34883.315552,宽松碳约束,1
1255,RegionE,RegionC,1481.0,1481.0,34855.9040000002,宽松碳约束,1
18472,RegionF,RegionD,645.0,645.0,34834.48862399974,宽松碳约束,1
3296,RegionE,RegionF,2038.0,2046.0,34228.376090139776,宽松碳约束,1
34905,RegionE,RegionD,189.0,195.0,33981.84719999997,宽松碳约束,1
22959,RegionF,RegionD,572.0,573.0,33919.64497066663,宽松碳约束,1
21510,RegionE,RegionD,884.0,885.0,33693.13039999969,宽松碳约束,1
6637,RegionD,RegionF,956.0,946.0,33590.15680000009,宽松碳约束,1
35314,RegionF,RegionF,1029.0,1038.0,33491.49613600045,宽松碳约束,1
9407,RegionD,RegionD,524.0,510.0,33348.575231999996,宽松碳约束,1
23951,RegionE,RegionD,236.0,237.0,33267.71820000004,宽松碳约束,1
20011,RegionE,RegionD,2229.0,2229.0,33110.90660000088,宽松碳约束,1
10517,RegionF,RegionC,1914.0,1914.0,33102.73328639972,宽松碳约束,1
35883,RegionE,RegionD,1291.0,1293.0,33067.20360000039,宽松碳约束,1
37979,RegionF,RegionA,2255.0,2255.0,32988.51253439922,宽松碳约束,1
14217,RegionF,RegionB,2013.0,2013.0,32959.439457333414,宽松碳约束,1
36483,RegionF,RegionD,597.0,597.0,32856.66147306659,宽松碳约束,1
29637,RegionF,RegionD,1463.0,1468.0,32583.004040533808,宽松碳约束,1
22816,RegionF,RegionB,2059.0,2057.0,32503.491609599558,宽松碳约束,1
2119,RegionF,RegionD,1127.0,1127.0,32454.006719999994,宽松碳约束,1
7800,RegionF,RegionD,2107.0,2109.0,32382.257612800815,宽松碳约束,1
28964,RegionF,RegionF,191.0,198.0,32326.08337919994,宽松碳约束,1
49456,RegionF,RegionD,1918.0,1918.0,32314.77804240007,宽松碳约束,1
24837,RegionF,RegionD,261.0,261.0,32253.62868684687,宽松碳约束,1
14560,RegionD,RegionF,307.0,294.0,32225.89330773329,宽松碳约束,1
12236,RegionD,RegionE,143.0,143.0,32134.835541333312,宽松碳约束,1
8179,RegionF,RegionA,260.0,260.0,32044.957499999902,宽松碳约束,1
15886,RegionF,RegionD,2277.0,2277.0,32027.372876800437,宽松碳约束,1
16046,RegionD,RegionD,907.0,896.0,32023.216127999993,宽松碳约束,1
34068,RegionE,RegionD,1245.0,1246.0,32016.745766666932,宽松碳约束,1
15831,RegionD,RegionF,1557.0,1567.0,31957.38603520015,宽松碳约束,1
15105,RegionF,RegionF,1148.0,1157.0,31952.792787200447,宽松碳约束,1
26899,RegionF,RegionD,476.0,477.0,31942.32879999998,宽松碳约束,1
35349,RegionE,RegionB,453.0,453.0,31942.080987600104,宽松碳约束,1
255,RegionE,RegionD,523.0,530.0,31796.922733333362,宽松碳约束,1
5481,RegionF,RegionF,671.0,677.0,31751.999487999998,宽松碳约束,1
36680,RegionD,RegionF,2400.0,2387.0,31543.535957332217,宽松碳约束,1
11067,RegionD,RegionD,189.0,178.0,31519.413589333282,宽松碳约束,1
6007,RegionE,RegionF,813.0,824.0,31403.937600000114,宽松碳约束,1
23843,RegionF,RegionC,309.0,299.0,31331.916,宽松碳约束,1
36220,RegionF,RegionF,1893.0,1901.0,31321.06664400038,宽松碳约束,1
16113,RegionF,RegionE,2132.0,2134.0,31275.85718400036,宽松碳约束,1
40247,RegionE,RegionF,115.0,128.0,31200.03920000003,宽松碳约束,1
43679,RegionF,RegionF,1151.0,1157.0,31183.163439999997,宽松碳约束,1
32106,RegionF,RegionF,572.0,581.0,31089.44963200012,宽松碳约束,1
10857,RegionE,RegionF,283.0,293.0,30999.063333333313,宽松碳约束,1
6852,RegionE,RegionC,2105.0,2100.0,30993.075000000503,宽松碳约束,1
43675,RegionE,RegionD,405.0,405.0,30960.89879999988,宽松碳约束,1
10991,RegionD,RegionF,977.0,969.0,30937.33649066663,宽松碳约束,1
30443,RegionD,RegionD,1557.0,1544.0,30874.976255999998,宽松碳约束,1
40708,RegionD,RegionB,308.0,293.0,30722.390630399954,宽松碳约束,1
15316,RegionE,RegionA,882.0,882.0,30688.16160000015,宽松碳约束,1
2140,RegionF,RegionD,573.0,573.0,30622.261674666413,宽松碳约束,1
14272,RegionE,RegionD,235.0,237.0,30611.85333333332,宽松碳约束,1
14603,RegionF,RegionD,1246.0,1246.0,30543.843407999637,宽松碳约束,1
38339,RegionF,RegionF,1078.0,1084.0,30417.562736,宽松碳约束,1
7410,RegionE,RegionC,1675.0,1674.0,30369.550000000003,宽松碳约束,1
23446,RegionF,RegionD,2110.0,2110.0,30283.267991466157,宽松碳约束,1
35108,RegionF,RegionD,1987.0,1989.0,30280.468606666163,宽松碳约束,1
30020,RegionF,RegionD,1457.0,1468.0,30234.542697333145,宽松碳约束,1
49870,RegionE,RegionF,2300.0,2310.0,30198.272800000348,宽松碳约束,1
4588,RegionE,RegionD,21.0,21.0,30139.2609,宽松碳约束,1
32883,RegionF,RegionC,2081.0,2081.0,30113.006440533703,宽松碳约束,1
8324,RegionE,RegionC,43.0,43.0,30103.866666666665,宽松碳约束,1
33725,RegionF,RegionD,719.0,719.0,30044.847200000004,宽松碳约束,1
11121,RegionF,RegionB,1220.0,1220.0,29990.44954400042,宽松碳约束,1
39076,RegionF,RegionD,574.0,574.0,29966.363231999814,宽松碳约束,1
8836,RegionE,RegionD,163.0,165.0,29943.831400000065,宽松碳约束,1
38348,RegionF,RegionD,476.0,477.0,29898.019756799986,宽松碳约束,1
14419,RegionD,RegionD,2399.0,2379.0,29891.971754666953,宽松碳约束,1
5975,RegionF,RegionA,1991.0,1991.0,29865.066000000374,宽松碳约束,1
36814,RegionE,RegionD,383.0,383.0,29847.573333333396,宽松碳约束,1
39417,RegionE,RegionD,260.0,261.0,29846.036400000037,宽松碳约束,1
28493,RegionD,RegionF,308.0,293.0,29811.0716586666,宽松碳约束,1
38057,RegionD,RegionD,312.0,318.0,29684.293632000063,宽松碳约束,1
42943,RegionF,RegionF,1390.0,1398.0,29623.980667389227,宽松碳约束,1
3491,RegionD,RegionD,977.0,969.0,29619.896320000087,宽松碳约束,1
10253,RegionF,RegionD,1867.0,1869.0,29581.95130079988,宽松碳约束,1
30590,RegionF,RegionD,1461.0,1468.0,29500.564620799592,宽松碳约束,1
10643,RegionD,RegionE,524.0,514.0,29440.782336000222,宽松碳约束,1
42049,RegionE,RegionF,429.0,440.0,29422.95033333337,宽松碳约束,1
24874,RegionE,RegionC,1290.0,1288.0,29355.721333332658,宽松碳约束,1
33994,RegionE,RegionF,1726.0,1735.0,29339.636899999718,宽松碳约束,1
10783,RegionE,RegionF,1028.0,1038.0,29239.99500000027,宽松碳约束,1
22744,RegionE,RegionD,523.0,530.0,29093.026000000005,宽松碳约束,1
9914,RegionF,RegionD,166.0,166.0,29077.66152959997,宽松碳约束,1
31353,RegionF,RegionD,935.0,935.0,28851.3012,宽松碳约束,1
19671,RegionE,RegionF,382.0,391.0,28815.18839999994,宽松碳约束,1
12846,RegionF,RegionD,1532.0,1534.0,28773.207782399648,宽松碳约束,1
49249,RegionE,RegionC,1559.0,1559.0,28720.943999999996,宽松碳约束,1
7788,RegionD,RegionF,139.0,147.0,28702.362624000067,宽松碳约束,1
43499,RegionF,RegionF,767.0,776.0,28687.15664639979,宽松碳约束,1
19890,RegionE,RegionD,1484.0,1486.0,28648.08693333275,宽松碳约束,1
39745,RegionF,RegionC,1963.0,1963.0,28644.04126400031,宽松碳约束,1
37016,RegionD,RegionD,307.0,294.0,28618.079846400113,宽松碳约束,1
4653,RegionE,RegionD,187.0,195.0,28522.565999999977,宽松碳约束,1
5895,RegionF,RegionC,141.0,134.0,28467.805429866687,宽松碳约束,1
37531,RegionF,RegionD,740.0,742.0,28462.16114346674,宽松碳约束,1
3490,RegionF,RegionD,2040.0,2040.0,28451.06100479969,宽松碳约束,1
25364,RegionE,RegionF,188.0,198.0,28359.752333333345,宽松碳约束,1
42651,RegionE,RegionB,2083.0,2083.0,28356.892000000655,宽松碳约束,1
45878,RegionF,RegionC,258.0,258.0,28224.27273600011,宽松碳约束,1
22175,RegionE,RegionE,2399.0,2383.0,28193.297066667586,宽松碳约束,1
10809,RegionE,RegionD,1580.0,1581.0,28130.47199999984,宽松碳约束,1
9437,RegionF,RegionD,597.0,597.0,28121.5578453332,宽松碳约束,1
25641,RegionE,RegionB,885.0,885.0,28109.10159999991,宽松碳约束,1
37710,RegionE,RegionA,2063.0,2063.0,28081.146,宽松碳约束,1
18891,RegionF,RegionB,69.0,69.0,28000.019590400014,宽松碳约束,1
11695,RegionF,RegionA,1869.0,1868.0,27862.91987306637,宽松碳约束,1
14477,RegionE,RegionC,383.0,383.0,27820.578,宽松碳约束,1
32585,RegionE,RegionF,1124.0,1133.0,27804.371199999496,宽松碳约束,1
1697,RegionE,RegionD,1822.0,1822.0,27794.843999999994,宽松碳约束,1
30114,RegionF,RegionD,1969.0,1969.0,27767.686400000006,宽松碳约束,1
6380,RegionD,RegionD,505.0,510.0,27734.507520000003,宽松碳约束,1
6708,RegionE,RegionD,933.0,933.0,27663.354000000032,宽松碳约束,1
20535,RegionE,RegionF,2352.0,2356.0,27648.96,宽松碳约束,1
9334,RegionE,RegionB,477.0,477.0,27634.402999999995,宽松碳约束,1
34977,RegionE,RegionD,1676.0,1677.0,27594.91350000017,宽松碳约束,1
12695,RegionE,RegionD,1725.0,1725.0,27474.382399999504,宽松碳约束,1
7652,RegionE,RegionD,309.0,318.0,27471.202799999905,宽松碳约束,1
35393,RegionE,RegionD,1868.0,1869.0,27457.56679999975,宽松碳约束,1
12852,RegionD,RegionD,188.0,195.0,27392.34515626661,宽松碳约束,1
35839,RegionF,RegionD,1368.0,1368.0,27367.577471999997,宽松碳约束,1
27747,RegionE,RegionD,2084.0,2086.0,27354.986266665688,宽松碳约束,1
48980,RegionF,RegionC,2302.0,2302.0,27310.160975201048,宽松碳约束,1
15897,RegionF,RegionD,719.0,719.0,27288.4392,宽松碳约束,1
11080,RegionE,RegionD,1340.0,1341.0,27282.08853333298,宽松碳约束,1
2687,RegionF,RegionF,695.0,702.0,27260.94624000001,宽松碳约束,1
33480,RegionD,RegionC,41.0,41.0,27245.114265600016,宽松碳约束,1
12393,RegionE,RegionD,455.0,455.0,27148.94062919994,宽松碳约束,1
11535,RegionE,RegionD,355.0,357.0,27146.979166666802,宽松碳约束,1
13366,RegionF,RegionF,786.0,796.0,27120.4178613333,宽松碳约束,1
7677,RegionD,RegionE,1459.0,1452.0,27104.212309333736,宽松碳约束,1
26299,RegionE,RegionD,0.0,0.0,27089.945999999996,宽松碳约束,1
19411,RegionE,RegionD,67.0,69.0,27080.725500000004,宽松碳约束,1
8737,RegionE,RegionB,525.0,525.0,27044.830800000214,宽松碳约束,1
28926,RegionF,RegionC,1845.0,1838.0,27039.839138399533,宽松碳约束,1
25090,RegionE,RegionB,282.0,282.0,27015.859099999918,宽松碳约束,1
31537,RegionF,RegionD,861.0,861.0,26995.10645333341,宽松碳约束,1
6922,RegionF,RegionD,862.0,862.0,26966.570400000004,宽松碳约束,1
31124,RegionE,RegionF,501.0,502.0,26951.53773333332,宽松碳约束,1
26762,RegionE,RegionF,2110.0,2119.0,26899.566999999304,宽松碳约束,1
5930,RegionF,RegionD,2037.0,2037.0,26894.162112,宽松碳约束,1
46394,RegionF,RegionF,1341.0,1349.0,26875.185128533205,宽松碳约束,1
31684,RegionF,RegionD,815.0,815.0,26770.988774399968,宽松碳约束,1
6290,RegionF,RegionA,1775.0,1775.0,26769.59644800021,宽松碳约束,1
16667,RegionF,RegionA,1867.0,1867.0,26750.079799200106,宽松碳约束,1
15708,RegionF,RegionD,741.0,742.0,26701.96796586645,宽松碳约束,1
17156,RegionF,RegionD,2089.0,2089.0,26655.268,宽松碳约束,1
32965,RegionF,RegionF,547.0,558.0,26633.7995813334,宽松碳约束,1
45113,RegionF,RegionD,1943.0,1943.0,26621.501578667026,宽松碳约束,1
44262,RegionE,RegionD,1273.0,1273.0,26616.492,宽松碳约束,1
16655,RegionE,RegionD,2328.0,2328.0,26609.97133333319,宽松碳约束,1
49111,RegionE,RegionB,2013.0,2013.0,26574.00000000034,宽松碳约束,1
39884,RegionE,RegionC,2105.0,2100.0,26528.77499999943,宽松碳约束,1
3923,RegionE,RegionD,2326.0,2326.0,26510.168099999057,宽松碳约束,1
25971,RegionF,RegionD,1725.0,1725.0,26494.299055999625,宽松碳约束,1
10457,RegionD,RegionD,502.0,510.0,26474.87324160004,宽松碳约束,1
39477,RegionE,RegionD,2157.0,2157.0,26459.380266666507,宽松碳约束,1
17507,RegionE,RegionB,1701.0,1701.0,26401.19040000006,宽松碳约束,1
26603,RegionF,RegionD,1366.0,1366.0,26381.358463999997,宽松碳约束,1
10715,RegionF,RegionC,739.0,739.0,26356.60030506683,宽松碳约束,1
2778,RegionE,RegionD,936.0,936.0,26327.266000000003,宽松碳约束,1
20106,RegionE,RegionD,1631.0,1631.0,26312.60566666713,宽松碳约束,1
21931,RegionF,RegionB,209.0,208.0,26294.915151999932,宽松碳约束,1
11556,RegionF,RegionF,909.0,918.0,26284.610880000095,宽松碳约束,1
16552,RegionF,RegionD,1075.0,1077.0,26201.369999999995,宽松碳约束,1
37337,RegionF,RegionC,1362.0,1362.0,26157.016519999648,宽松碳约束,1
35995,RegionD,RegionE,956.0,947.0,26142.899200000218,宽松碳约束,1
29968,RegionF,RegionF,1891.0,1901.0,26120.302344000163,宽松碳约束,1
37125,RegionE,RegionF,765.0,776.0,26065.199999999997,宽松碳约束,1
29797,RegionE,RegionD,1101.0,1101.0,26063.60000000044,宽松碳约束,1
12899,RegionF,RegionD,624.0,624.0,26063.56992,宽松碳约束,1
40269,RegionF,RegionC,381.0,381.0,26021.454146133314,宽松碳约束,1
29760,RegionE,RegionA,19.0,19.0,25999.341066666668,宽松碳约束,1
19356,RegionD,RegionD,1409.0,1404.0,25969.981030399435,宽松碳约束,1
39759,RegionF,RegionD,117.0,117.0,25948.79483840001,宽松碳约束,1
11374,RegionE,RegionB,1509.0,1509.0,25906.250933333395,宽松碳约束,1
27603,RegionF,RegionD,1032.0,1032.0,25900.74576000001,宽松碳约束,1
612,RegionF,RegionB,162.0,161.0,25895.14963200003,宽松碳约束,1
7018,RegionE,RegionA,837.0,837.0,25871.893400000143,宽松碳约束,1
26431,RegionF,RegionD,1917.0,1917.0,25794.560213333,宽松碳约束,1
34526,RegionF,RegionF,672.0,677.0,25731.939053333408,宽松碳约束,1
9413,RegionF,RegionC,525.0,525.0,25719.74292159982,宽松碳约束,1
43470,RegionF,RegionC,1440.0,1440.0,25705.387248,宽松碳约束,1
22648,RegionF,RegionF,453.0,463.0,25681.40152000013,宽松碳约束,1
46181,RegionF,RegionD,1344.0,1344.0,25656.96672,宽松碳约束,1
29549,RegionD,RegionF,139.0,147.0,25638.621866666632,宽松碳约束,1
18508,RegionF,RegionF,1747.0,1757.0,25615.554559999637,宽松碳约束,1
19603,RegionF,RegionD,1703.0,1703.0,25602.271376,宽松碳约束,1
46704,RegionE,RegionC,1939.0,1939.0,25598.583333333194,宽松碳约束,1
28461,RegionF,RegionA,763.0,763.0,25567.19052160004,宽松碳约束,1
37421,RegionE,RegionC,1505.0,1504.0,25536.183333333796,宽松碳约束,1
28216,RegionF,RegionD,1006.0,1006.0,25482.36390266652,宽松碳约束,1
44192,RegionE,RegionD,380.0,381.0,25478.954666666774,宽松碳约束,1
20349,RegionF,RegionD,1271.0,1271.0,25468.689728000212,宽松碳约束,1
22353,RegionE,RegionF,2060.0,2072.0,25454.32213333436,宽松碳约束,1
32183,RegionD,RegionD,41.0,35.0,25443.78439680002,宽松碳约束,1
43819,RegionD,RegionD,41.0,36.0,25388.440507733343,宽松碳约束,1
36549,RegionF,RegionA,2350.0,2350.0,25380.698031999997,宽松碳约束,1
27993,RegionF,RegionF,92.0,100.0,25343.095059199997,宽松碳约束,1
39059,RegionE,RegionC,1242.0,1242.0,25341.110966667216,宽松碳约束,1
40274,RegionE,RegionD,2203.0,2205.0,25300.439999999653,宽松碳约束,1
25275,RegionE,RegionD,862.0,862.0,25297.81449999994,宽松碳约束,1
23117,RegionE,RegionD,1488.0,1488.0,25281.108,宽松碳约束,1
20585,RegionE,RegionB,1866.0,1866.0,25240.23999999966,宽松碳约束,1
13310,RegionF,RegionC,2083.0,2083.0,25225.149549601007,宽松碳约束,1
28078,RegionF,RegionC,2083.0,2083.0,25221.258574400228,宽松碳约束,1
18473,RegionD,RegionD,1557.0,1547.0,25206.73198079981,宽松碳约束,1
19297,RegionE,RegionC,1481.0,1478.0,25206.08399999974,宽松碳约束,1
7899,RegionF,RegionD,403.0,405.0,25194.71127333321,宽松碳约束,1
24347,RegionD,RegionF,144.0,147.0,25189.65043199995,宽松碳约束,1
32503,RegionE,RegionD,2251.0,2253.0,25164.437066666767,宽松碳约束,1
39775,RegionE,RegionF,885.0,894.0,25152.817199999925,宽松碳约束,1
41347,RegionD,RegionD,1412.0,1398.0,25135.400960000006,宽松碳约束,1
29059,RegionE,RegionD,1966.0,1966.0,25098.979466666606,宽松碳约束,1
34244,RegionF,RegionE,2134.0,2134.0,25085.784728001374,宽松碳约束,1
4903,RegionF,RegionD,1776.0,1779.0,25057.240207999996,宽松碳约束,1
18565,RegionF,RegionD,2107.0,2109.0,25043.632107200436,宽松碳约束,1
35519,RegionE,RegionF,2108.0,2119.0,25038.365000000933,宽松碳约束,1
10304,RegionE,RegionD,477.0,477.0,25029.33680000004,宽松碳约束,1
11812,RegionF,RegionF,2255.0,2263.0,25016.121672000492,宽松碳约束,1
15620,RegionE,RegionD,337.0,337.0,24974.46,宽松碳约束,1
11415,RegionE,RegionD,1557.0,1563.0,24966.03599999969,宽松碳约束,1
23075,RegionE,RegionF,837.0,846.0,24930.52380000007,宽松碳约束,1
11866,RegionE,RegionA,1752.0,1752.0,24929.8954000004,宽松碳约束,1
24232,RegionE,RegionD,116.0,117.0,24908.407599999988,宽松碳约束,1
8494,RegionF,RegionA,44.0,44.0,24858.687392000014,宽松碳约束,1
11592,RegionD,RegionD,1196.0,1204.0,24829.906090666536,宽松碳约束,1
45396,RegionE,RegionD,1966.0,1966.0,24824.218833332994,宽松碳约束,1
65,RegionF,RegionA,260.0,260.0,24817.645056,宽松碳约束,1
49092,RegionD,RegionC,187.0,180.0,24799.150080000003,宽松碳约束,1
37626,RegionF,RegionD,1510.0,1510.0,24786.62589866698,宽松碳约束,1
7657,RegionF,RegionD,1918.0,1918.0,24784.61015466647,宽松碳约束,1
42403,RegionD,RegionD,1412.0,1399.0,24766.741504000544,宽松碳约束,1
1,RegionE,RegionD,456.0,456.0,24764.545256800087,宽松碳约束,1
38821,RegionF,RegionD,1964.0,1966.0,24753.566613333867,宽松碳约束,1
4967,RegionE,RegionC,2225.0,2224.0,24740.870000000978,宽松碳约束,1
18635,RegionE,RegionA,238.0,238.0,24634.273033333397,宽松碳约束,1
42265,RegionD,RegionD,141.0,152.0,24596.788223999894,宽松碳约束,1
30100,RegionF,RegionF,1413.0,1421.0,24595.0020671998,宽松碳约束,1
45540,RegionF,RegionD,217.0,217.0,24573.58438080002,宽松碳约束,1
7823,RegionD,RegionE,1460.0,1451.0,24564.269875199774,宽松碳约束,1
38115,RegionE,RegionF,380.0,391.0,24526.279466666685,宽松碳约束,1
15493,RegionF,RegionD,1969.0,1969.0,24488.038400000005,宽松碳约束,1
6497,RegionE,RegionF,573.0,581.0,24476.926400000062,宽松碳约束,1
48697,RegionF,RegionD,1223.0,1223.0,24476.662756000173,宽松碳约束,1
2671,RegionE,RegionD,21.0,21.0,24432.2235,宽松碳约束,1
33782,RegionE,RegionD,1149.0,1149.0,24430.094600000088,宽松碳约束,1
48109,RegionF,RegionD,2135.0,2135.0,24425.932859999204,宽松碳约束,1
34626,RegionE,RegionD,1965.0,1966.0,24408.60586666661,宽松碳约束,1
25963,RegionD,RegionD,908.0,895.0,24385.49504,宽松碳约束,1
15592,RegionE,RegionC,811.0,811.0,24383.47049999991,宽松碳约束,1
42020,RegionE,RegionB,768.0,768.0,24380.306,宽松碳约束,1
37107,RegionF,RegionB,1701.0,1695.0,24353.869503999853,宽松碳约束,1
42683,RegionE,RegionC,669.0,660.0,24333.562200000106,宽松碳约束,1
45287,RegionD,RegionC,985.0,985.0,24308.121600000006,宽松碳约束,1
29089,RegionF,RegionD,716.0,717.0,24279.758400000166,宽松碳约束,1
49295,RegionD,RegionB,956.0,945.0,24268.415863466547,宽松碳约束,1
30013,RegionF,RegionF,620.0,629.0,24266.55751200018,宽松碳约束,1
10814,RegionE,RegionD,716.0,717.0,24261.553400000186,宽松碳约束,1
16449,RegionE,RegionE,980.0,987.0,24260.435200000193,宽松碳约束,1
6082,RegionE,RegionD,648.0,648.0,24259.29,宽松碳约束,1
23807,RegionE,RegionD,2088.0,2088.0,24237.426,宽松碳约束,1
2703,RegionF,RegionD,19.0,21.0,24214.279232,宽松碳约束,1
33991,RegionF,RegionB,957.0,957.0,24166.9775231999,宽松碳约束,1
10587,RegionF,RegionC,1531.0,1531.0,24153.525479999793,宽松碳约束,1
14324,RegionF,RegionF,912.0,918.0,24149.304000000004,宽松碳约束,1
6914,RegionE,RegionD,451.0,453.0,24143.495599999886,宽松碳约束,1
4093,RegionE,RegionC,1241.0,1241.0,24137.405966666844,宽松碳约束,1
16362,RegionD,RegionD,1198.0,1204.0,24127.904802133617,宽松碳约束,1
10388,RegionF,RegionB,425.0,424.0,24041.78884799992,宽松碳约束,1
9080,RegionD,RegionD,505.0,510.0,24036.573184000004,宽松碳约束,1
717,RegionF,RegionD,1942.0,1942.0,23983.55376,宽松碳约束,1
46587,RegionF,RegionD,1294.0,1294.0,23927.89016799976,宽松碳约束,1
9311,RegionE,RegionD,1439.0,1439.0,23912.068166666388,宽松碳约束,1
8635,RegionD,RegionC,188.0,180.0,23889.847910399978,宽松碳约束,1
22840,RegionF,RegionB,713.0,713.0,23887.99801173369,宽松碳约束,1
35819,RegionF,RegionC,1265.0,1264.0,23870.860394666743,宽松碳约束,1
9588,RegionE,RegionD,2185.0,2185.0,23857.343999999994,宽松碳约束,1
14531,RegionE,RegionD,1246.0,1246.0,23850.89280000019,宽松碳约束,1
34799,RegionE,RegionD,285.0,286.0,23815.881833333286,宽松碳约束,1
2082,RegionF,RegionF,1531.0,1544.0,23807.36066559986,宽松碳约束,1
22086,RegionF,RegionC,1339.0,1339.0,23806.32434559978,宽松碳约束,1
24761,RegionF,RegionF,1511.0,1516.0,23793.256960000006,宽松碳约束,1
43778,RegionE,RegionB,1818.0,1818.0,23785.558533333573,宽松碳约束,1
29416,RegionD,RegionF,1651.0,1641.0,23767.97695999959,宽松碳约束,1
4596,RegionD,RegionF,1554.0,1546.0,23743.627263999704,宽松碳约束,1
32767,RegionF,RegionD,1892.0,1893.0,23736.66575999972,宽松碳约束,1
28022,RegionF,RegionB,1103.0,1103.0,23725.296720000002,宽松碳约束,1
42924,RegionF,RegionF,2035.0,2046.0,23709.55860906645,宽松碳约束,1
47940,RegionF,RegionD,1246.0,1246.0,23700.498666132928,宽松碳约束,1
38379,RegionE,RegionA,671.0,671.0,23697.8719999999,宽松碳约束,1
4555,RegionF,RegionB,2129.0,2129.0,23693.45988586686,宽松碳约束,1
32528,RegionF,RegionA,1752.0,1752.0,23634.630404000512,宽松碳约束,1
26103,RegionF,RegionF,2326.0,2336.0,23617.926652800565,宽松碳约束,1
3585,RegionD,RegionF,497.0,491.0,23608.471961599982,宽松碳约束,1
10382,RegionE,RegionF,788.0,796.0,23590.63079999984,宽松碳约束,1
31168,RegionF,RegionD,1678.0,1678.0,23590.240856,宽松碳约束,1
20384,RegionE,RegionC,881.0,881.0,23578.09919999968,宽松碳约束,1
10496,RegionF,RegionD,22.0,22.0,23573.634336000006,宽松碳约束,1
